Country,Language,variable,value,Correct
USA,English,zav1.3,His fostbite was painful.,1
Nigeria,English,zav1.3,his fristbite was painful,1
USA,English,zav1.3,his frosbait was painful,1
India,English,zav1.3,his frosbite was painful,1
Malaysia,English,zav1.3,his frosbite was painful,1
Nigeria,English,zav1.3,his frosbite was painful,1
South Africa,English,zav1.3,his frosbite was painful,1
United Arab Emirates,English,zav1.3,his frosbite was painful,1
United Arab Emirates,English,zav1.3,His frosbite was painful,1
USA,English,zav1.3,his frosbite was painful,1
USA,English,zav1.3,His frosbite was painful,1
USA,English,zav1.3,his frosbite was painful although,2
Malaysia,English,zav1.3,his frosrbite was painful,1
India,English,zav1.3,his frost bite was painful,1
Malaysia,English,zav1.3,his frost bite was painful,1
United Arab Emirates,English,zav1.3,his frost bite was painful,1
USA,English,zav1.3,his frost bite was painful,1
USA,English,zav1.3,His frost bite was painful. ,1
USA,English,zav1.3,his frostbide was painful although,2
USA,English,zav1.3,his frostbie was painful,1
USA,English,zav1.3,his frostbire was painful,1
USA,English,zav1.3,his frostbit was painful,1
USA,English,zav1.3,His frostbit was painful,1
India,English,zav1.3,his frostbite although painful,2
India,English,zav1.3,His frostbite although painful,2
USA,English,zav1.3,his frostbite although was painful,2
New Zealand,English,zav1.3,his frostbite as painful,1
USA,English,zav1.3,his frostbite is painful,1
Tanzania,English,zav1.3,his frostbite painful,2
USA,English,zav1.3,his frostbite painful,2
India,English,zav1.3,his frostbite painful although,2
USA,English,zav1.3,his frostbite wa painful,1
India,English,zav1.3,his frostbite waas painful,1
USA,English,zav1.3,his frostbite war painful,1
India,English,zav1.3,his frostbite was although painful,2
USA,English,zav1.3,his frostbite was although painful,2
USA,English,zav1.3,his frostbite was painfail ,1
USA,English,zav1.3,His frostbite was painfil though,2
Australia,English,zav1.3,his frostbite was painful,1
Australia,English,zav1.3,His frostbite was painful,1
Canada,English,zav1.3,his frostbite was painful,1
Canada,English,zav1.3,His frostbite was painful,1
India,English,zav1.3,his frostbite was painful,1
India,English,zav1.3,hIs frostbIte was paInful,1
India,English,zav1.3,His frostbite was painful,1
India,English,zav1.3,HIS FROSTBITE WAS PAINFUL,1
Malaysia,English,zav1.3,his frostbite was painful,1
Malaysia,English,zav1.3,His frostbite was painful,1
New Zealand,English,zav1.3,his frostbite was painful,1
New Zealand,English,zav1.3,His frostbite was painful,1
Nigeria,English,zav1.3,his frostbite was painful,1
South Africa,English,zav1.3,his frostbite was painful,1
South Africa,English,zav1.3,His frostbite was painful,1
Tanzania,English,zav1.3,his frostbite was painful,1
Tanzania,English,zav1.3,His frostbite was painful,1
The Netherlands,English,zav1.3,his frostbite was painful,1
The Netherlands,English,zav1.3,His frostbite was painful,1
UK,English,zav1.3,his frostbite was painful,1
UK,English,zav1.3,His frostbite was painful,1
United Arab Emirates,English,zav1.3,his frostbite was painful,1
United Arab Emirates,English,zav1.3,His frostbite was painful,1
USA,English,zav1.3,his frostbite was painful,1
USA,English,zav1.3,his Frostbite was painful,1
USA,English,zav1.3,His frostbite was painful,1
USA,English,zav1.3,HIS FROSTBITE WAS PAINFUL,1
Australia,English,zav1.3,his frostbite was painful ,1
Canada,English,zav1.3,his frostbite was painful ,1
Canada,English,zav1.3,His frostbite was painful ,1
India,English,zav1.3,his frostbite was painful ,1
Malaysia,English,zav1.3,his frostbite was painful ,1
New Zealand,English,zav1.3,his frostbite was painful ,1
Nigeria,English,zav1.3,his frostbite was painful ,1
UK,English,zav1.3,his frostbite was painful ,1
UK,English,zav1.3,His frostbite was painful ,1
United Arab Emirates,English,zav1.3,his frostbite was painful ,1
USA,English,zav1.3,his frostbite was painful ,1
USA,English,zav1.3,his Frostbite was painful ,1
USA,English,zav1.3,His frostbite was painful ,1
India,English,zav1.3,his frostbite was painful although,2
Malaysia,English,zav1.3,his frostbite was painful although,2
South Africa,English,zav1.3,his frostbite was painful although,2
USA,English,zav1.3,his frostbite was painful although,2
USA,English,zav1.3,His frostbite was painful although,2
USA,English,zav1.3,his frostbite was painful although he had painkillers,2
USA,English,zav1.3,his frostbite was painful enough,2
South Africa,English,zav1.3,his frostbite was painful though,2
USA,English,zav1.3,his frostbite was painful though,2
India,English,zav1.3,his frostbite was painful;,1
Nigeria,English,zav1.3,his frostbite was painful;,1
Australia,English,zav1.3,His frostbite was painful.,1
Canada,English,zav1.3,his frostbite was painful.,1
Canada,English,zav1.3,His frostbite was painful.,1
India,English,zav1.3,his frostbite was painful.,1
Malaysia,English,zav1.3,his frostbite was painful.,1
Malaysia,English,zav1.3,His frostbite was painful.,1
South Africa,English,zav1.3,His frostbite was painful.,1
The Netherlands,English,zav1.3,His frostbite was painful.,1
UK,English,zav1.3,His frostbite was painful.,1
United Arab Emirates,English,zav1.3,his frostbite was painful.,1
United Arab Emirates,English,zav1.3,His frostbite was painful.,1
USA,English,zav1.3,his frostbite was painful.,1
USA,English,zav1.3,His frostbite was painful.,1
UK,English,zav1.3,His frostbite was painful. ,1
USA,English,zav1.3,his frostbite was painful. ,1
USA,English,zav1.3,His frostbite was painful. ,1
USA,English,zav1.3,His frostbite was painful/,1
UK,English,zav1.3,His frostbite was painfull,1
USA,English,zav1.3,his frostbite was painfull,1
USA,English,zav1.3,His frostbite was painfull,1
United Arab Emirates,English,zav1.3,his frostbite was painfull ,1
USA,English,zav1.3,his frostbite was paintful,1
USA,English,zav1.3,his frostbite was panful though,2
Canada,English,zav1.3,his frostbite was pianful,1
United Arab Emirates,English,zav1.3,his frostbite was pianful,1
USA,English,zav1.3,his frostbite was pianful,1
United Arab Emirates,English,zav1.3,his frostbite wzs painfull,1
South Africa,English,zav1.3,his frostbites are painful,1
USA,English,zav1.3,His frostbites were painful.,1
USA,English,zav1.3,his frostbote was painful,1
USA,English,zav1.3,his frostibite was painful although,2
USA,English,zav1.3,his frostibitete was painful,1
USA,English,zav1.3,his frostibte was painful,1
USA,English,zav1.3,his frostnite was painful,1
UK,English,zav1.3,his frosttbite was painful,1
USA,English,zav1.3,His frosybite was painful,1
UK,English,zav1.3,his frpstbite was painful,1
USA,English,zav1.3,his frsotbite was painful,1
South Africa,English,zav1.3,his pain was painful ,0
Tanzania,English,zav1.3,his painful although frostbite,0
Tanzania,English,zav1.3,his painful although was frostbite,0
UK,English,zav1.3,his painful frostbite was,2
USA,English,zav1.3,his painful was frosbite,2
India,English,zav1.3,his painful was frostbite,2
Tanzania,English,zav1.3,his painful was frostbite,2
Tanzania,English,zav1.3,his painfull was frostbite,2
India,English,zav1.3,his was a painful frostbite,2
Tanzania,English,zav1.3,his was although frostbite painfull,0
India,English,zav1.3,his was frostbite although painful,2
Tanzania,English,zav1.3,his was frostbite although painful,2
Nigeria,English,zav1.3,his was frostbite painful,2
Nigeria,English,zav1.3,HIS WAS FROSTBITE PAINFUL,2
Tanzania,English,zav1.3,his was frostbite painful,2
USA,English,zav1.3,his was frostbite painful,2
India,English,zav1.3,his was frostbite painful ,2
USA,English,zav1.3,his was frostbite painful although,0
USA,English,zav1.3,his was painful although,0
India,English,zav1.3,his was painful although frostbite,2
Tanzania,English,zav1.3,his was painful although frostbite,2
Nigeria,English,zav1.3,his was painful althrough,0
Nigeria,English,zav1.3,HIS WAS PAINFUL ATHOUGH,0
India,English,zav1.3,his was painful frostbite,1
USA,English,zav1.3,his was painful frostbite,1
Tanzania,English,zav1.3,his was painfull although frostbite,2
Tanzania,English,zav1.3,his wife frostbite painful although,0
USA,English,zav1.3,hist frostbite was painful,1
USA,English,zav1.3,hos frostbite was painful,1
New Zealand,English,zav1.3,hs frostbite was painful,1
India,English,zav1.3,hshdbbxbxkckkfbdk,0
Tanzania,English,zav1.3,it hot,0
Tanzania,English,zav1.3,it iz nt lmore,0
USA,English,zav1.3,le sien était douloureuse,0
India,English,zav1.3,may be,0
Australia,English,zav1.3,NA,0
India,English,zav1.3,NA,0
Malaysia,English,zav1.3,NA,0
New Zealand,English,zav1.3,NA,0
South Africa,English,zav1.3,NA,0
UK,English,zav1.3,NA,0
United Arab Emirates,English,zav1.3,NA,0
USA,English,zav1.3,NA,0
USA,English,zav1.3,NOTHING.,0
Tanzania,English,zav1.3,Painful   frostbbite    althouh,2
South Africa,English,zav1.3,painful although was frostbite,2
USA,English,zav1.3,painful frostbite ,2
USA,English,zav1.3,painful was frostbite although,2
India,English,zav1.3,painful was his frosbite,1
Canada,English,zav1.3,painful was his frostbite,1
India,English,zav1.3,painful was his frostbite,1
USA,English,zav1.3,painful was his frostbite,1
USA,English,zav1.3,s,0
Tanzania,English,zav1.3,sweet,0
USA,English,zav1.3,tes,0
USA,English,zav1.3,the anal was painful although I liked it,0
Canada,English,zav1.3,the froat bit was painfull,2
USA,English,zav1.3,the frostbite was pailful,2
Canada,English,zav1.3,the frostbite was painful,2
India,English,zav1.3,the frostbite was painful,2
New Zealand,English,zav1.3,the frostbite was painful,2
UK,English,zav1.3,the frostbite was painful,2
USA,English,zav1.3,the frostbite was painful,2
USA,English,zav1.3,The frostbite was painful,2
USA,English,zav1.3,The frostbite was painful.,2
USA,English,zav1.3,the frostbite was painfull,2
USA,English,zav1.3,the girl,0
India,English,zav1.3,was altough painful,0
USA,English,zav1.3,Was frostbite painful ,2
USA,English,zav1.3,was his frosbite painful,1
UK,English,zav1.3,was his frostbite painful,1
United Arab Emirates,English,zav1.3,was his frostbite painful,1
USA,English,zav1.3,was his frostbite painful,1
USA,English,zav1.3,Was his frostbite painful,1
USA,English,zav1.3,was his frostbite painful?,1
USA,English,zav1.3,Was his frostbite painful?,1
Tanzania,English,zav1.3,was his frostbite painfull,1
USA,English,zav1.3,was his painful frostbite,2
South Africa,English,zav1.3,was painful although frostbite,0
USA,English,zav1.3,what is painful frostbite,0
India,English,zav1.3,y,0
India,English,zav1.3,yes,0
Australia,English,zav1.3,,0
Canada,English,zav1.3,,0
India,English,zav1.3,,0
Malaysia,English,zav1.3,,0
New Zealand,English,zav1.3,,0
Nigeria,English,zav1.3,,0
South Africa,English,zav1.3,,0
Tanzania,English,zav1.3,,0
The Netherlands,English,zav1.3,,0
UK,English,zav1.3,,0
United Arab Emirates,English,zav1.3,,0
USA,English,zav1.3,,0
India,English,zav1.4,185,0
USA,English,zav1.4, path for a walk,1
USA,English,zav1.4,"""Go for a walk.""",1
Tanzania,English,zav1.4,a  walk  ffor  a  path,2
South Africa,English,zav1.4,a parh for walking,2
USA,English,zav1.4,A path,0
USA,English,zav1.4,a path for  go walk,2
India,English,zav1.4,a path for  walk,2
India,English,zav1.4,a path for a walk,2
USA,English,zav1.4,a path for a walk,2
USA,English,zav1.4,A path for a walk to go,2
India,English,zav1.4,A PATH FOR GO WALK ,2
Australia,English,zav1.4,a path for walk,2
Canada,English,zav1.4,a path for walk,2
India,English,zav1.4,a path for walk,2
Malaysia,English,zav1.4,a path for walk,2
Nigeria,English,zav1.4,A PATH FOR WALK,2
Tanzania,English,zav1.4,a path for walk,2
The Netherlands,English,zav1.4,a path for walk,2
UK,English,zav1.4,a path for walk,2
United Arab Emirates,English,zav1.4,a path for walk,2
USA,English,zav1.4,a path for walk,2
USA,English,zav1.4,A path for walk,2
USA,English,zav1.4,a path for walk ,2
Tanzania,English,zav1.4,a path for walk go,2
USA,English,zav1.4,a path for walk.,2
USA,English,zav1.4,A path for walk.,2
USA,English,zav1.4,a path for walking,2
USA,English,zav1.4,A path for walking ,2
India,English,zav1.4,a path go for walk,2
Tanzania,English,zav1.4,a path go for walk,2
United Arab Emirates,English,zav1.4,a path go for walk,2
USA,English,zav1.4,A path go walk ,2
USA,English,zav1.4,A path to go on a walk.,2
Tanzania,English,zav1.4,a path walk for go,2
USA,English,zav1.4,a path walk for go,2
USA,English,zav1.4,a path walk go for,2
Tanzania,English,zav1.4,a walk for a go path,2
Tanzania,English,zav1.4,a walk for a path,2
Tanzania,English,zav1.4,a walk for go path,2
India,English,zav1.4,a walk for go path ,2
Tanzania,English,zav1.4,A walk for path,2
USA,English,zav1.4,a walk for path,2
Tanzania,English,zav1.4,a walk for path go,2
USA,English,zav1.4,a walk path,2
Tanzania,English,zav1.4,A work for path,0
Tanzania,English,zav1.4,A WORK FOR PATH,0
USA,English,zav1.4,aller marcher,0
USA,English,zav1.4,andando por um caminho,0
Tanzania,English,zav1.4,Apath for walk,2
Nigeria,English,zav1.4,at were guy ,0
South Africa,English,zav1.4,avpath for a walk,2
Tanzania,English,zav1.4,ball,0
India,English,zav1.4,bzbbsbdjxjbxbdnxjx,0
Tanzania,English,zav1.4,car in a right way,0
India,English,zav1.4,dfdfdf,0
United Arab Emirates,English,zav1.4,for a go path,0
USA,English,zav1.4,for a path go walk,2
United Arab Emirates,English,zav1.4,for a path walk,2
USA,English,zav1.4,for a walk path,1
USA,English,zav1.4,for far a walk,0
UK,English,zav1.4,for for a walk,0
USA,English,zav1.4,For for a walk,0
USA,English,zav1.4,For for a walk ,0
USA,English,zav1.4,For go a path,0
Tanzania,English,zav1.4,for go path a walk,0
Tanzania,English,zav1.4,for path go a walk,0
USA,English,zav1.4,for walk a path,2
India,English,zav1.4,fra,0
Tanzania,English,zav1.4,go   for a path walk,2
USA,English,zav1.4,go  for a walk,1
India,English,zav1.4,go a path for,0
Malaysia,English,zav1.4,go a path for walk,2
USA,English,zav1.4,go a path for walk,2
Tanzania,English,zav1.4,go a path walk,2
USA,English,zav1.4,go far a walk,1
USA,English,zav1.4,Go far a walk,1
Tanzania,English,zav1.4,go fo a path walk,2
India,English,zav1.4,go for  a walk,1
Australia,English,zav1.4,go for a path,2
India,English,zav1.4,go for a path,2
Malaysia,English,zav1.4,go for a path,2
Nigeria,English,zav1.4,go for a path,2
South Africa,English,zav1.4,go for a path,2
Tanzania,English,zav1.4,go for a path,2
UK,English,zav1.4,go for a path,2
United Arab Emirates,English,zav1.4,go for a path,2
USA,English,zav1.4,go for a path,2
USA,English,zav1.4,Go for a path,2
India,English,zav1.4,go for a path walk,2
New Zealand,English,zav1.4,go for a path walk,2
South Africa,English,zav1.4,go for a path walk,2
Tanzania,English,zav1.4,go for a path walk,2
Tanzania,English,zav1.4,Go for a Path walk,2
UK,English,zav1.4,go for a path walk,2
United Arab Emirates,English,zav1.4,go for a path walk,2
USA,English,zav1.4,go for a path walk,2
USA,English,zav1.4,Go for a path walk,2
Malaysia,English,zav1.4,go for a path walk ,2
Nigeria,English,zav1.4,go for a path walk ,2
USA,English,zav1.4,go for a path walk ,2
USA,English,zav1.4,Go for a path walk ,2
UK,English,zav1.4,go for a path walk  ,2
USA,English,zav1.4,Go for a path walk.,2
USA,English,zav1.4,Go for a path.,2
Nigeria,English,zav1.4,go for a pth,2
Australia,English,zav1.4,go for a walk,1
Australia,English,zav1.4,Go for a walk,1
Canada,English,zav1.4,go for a walk,1
Canada,English,zav1.4,Go for a walk,1
India,English,zav1.4,go for a walk,1
India,English,zav1.4,Go for a walk,1
India,English,zav1.4,GO FOR A WALK,1
Malaysia,English,zav1.4,go for a walk,1
Malaysia,English,zav1.4,Go for a walk,1
New Zealand,English,zav1.4,go for a walk,1
New Zealand,English,zav1.4,Go for a walk,1
Nigeria,English,zav1.4,go for a walk,1
South Africa,English,zav1.4,go for a walk,1
South Africa,English,zav1.4,Go for a walk,1
Tanzania,English,zav1.4,go for a walk,1
Tanzania,English,zav1.4,Go for a walk,1
The Netherlands,English,zav1.4,go for a walk,1
The Netherlands,English,zav1.4,Go for a walk,1
UK,English,zav1.4,go for a walk,1
UK,English,zav1.4,Go for a walk,1
United Arab Emirates,English,zav1.4,go for a walk,1
United Arab Emirates,English,zav1.4,Go for a walk,1
USA,English,zav1.4,go for a walk,1
USA,English,zav1.4,Go for a walk,1
USA,English,zav1.4,GO FOR A WALK,1
Australia,English,zav1.4,go for a walk ,1
Canada,English,zav1.4,go for a walk ,1
Canada,English,zav1.4,Go for a walk ,1
India,English,zav1.4,go for a walk ,1
Malaysia,English,zav1.4,go for a walk ,1
Malaysia,English,zav1.4,Go for a walk ,1
The Netherlands,English,zav1.4,Go for a walk ,1
UK,English,zav1.4,go for a walk ,1
UK,English,zav1.4,Go for a walk ,1
United Arab Emirates,English,zav1.4,go for a walk ,1
USA,English,zav1.4,go for a walk ,1
USA,English,zav1.4,Go for a walk ,1
India,English,zav1.4,go for a walk  ,1
USA,English,zav1.4,go for a walk a path,2
USA,English,zav1.4,go for a walk on a apath,2
United Arab Emirates,English,zav1.4,go for a walk on a path,2
Australia,English,zav1.4,go for a walk on the path,2
USA,English,zav1.4,go for a walk on the path,2
USA,English,zav1.4,Go for a walk on the path,2
USA,English,zav1.4,go for a walk on the path ,2
USA,English,zav1.4,Go for a walk on the path.,2
Canada,English,zav1.4,go for a walk path,2
India,English,zav1.4,go for a walk path,2
Malaysia,English,zav1.4,go for a walk path,2
South Africa,English,zav1.4,go for a walk path,2
Tanzania,English,zav1.4,go for a walk path,2
United Arab Emirates,English,zav1.4,go for a walk path,2
USA,English,zav1.4,go for a walk path,2
USA,English,zav1.4,Go for a walk path,2
United Arab Emirates,English,zav1.4,go for a walk path ,2
USA,English,zav1.4,go for a walk path ,2
Australia,English,zav1.4,Go for a walk.,1
Canada,English,zav1.4,go for a walk.,1
Canada,English,zav1.4,Go for a walk.,1
Malaysia,English,zav1.4,go for a walk.,1
Malaysia,English,zav1.4,Go for a walk.,1
South Africa,English,zav1.4,Go for a walk.,1
The Netherlands,English,zav1.4,Go for a walk.,1
UK,English,zav1.4,Go for a walk.,1
United Arab Emirates,English,zav1.4,go for a walk.,1
United Arab Emirates,English,zav1.4,Go for a walk.,1
USA,English,zav1.4,go for a walk.,1
USA,English,zav1.4,Go for a walk.,1
USA,English,zav1.4,go for a walk. ,1
USA,English,zav1.4,Go for a walk. ,1
USA,English,zav1.4,Go for a walk.  ,1
India,English,zav1.4,go for a walkpath,2
United Arab Emirates,English,zav1.4,go for a wallk,1
USA,English,zav1.4,go for a wallk,1
Nigeria,English,zav1.4,GO FOR A WORK,2
Tanzania,English,zav1.4,go for a work,2
USA,English,zav1.4,go for a wqalk,1
Nigeria,English,zav1.4,go for awalk,1
United Arab Emirates,English,zav1.4,go for awalk,1
South Africa,English,zav1.4,go for awalk path,2
Nigeria,English,zav1.4,GO FOR PATH,0
United Arab Emirates,English,zav1.4,go for path a,0
India,English,zav1.4,go for path walk,2
South Africa,English,zav1.4,go for path walk,2
USA,English,zav1.4,go for the path,0
USA,English,zav1.4,go for walk a path,2
USA,English,zav1.4,Go for walk a path,2
India,English,zav1.4,go for walk path,2
South Africa,English,zav1.4,go for walk path,2
USA,English,zav1.4,go for walk path,2
Canada,English,zav1.4,go for walking a path,2
USA,English,zav1.4,go on a path for a walk,2
India,English,zav1.4,go on path for walk,2
Canada,English,zav1.4,go path for a walk,2
India,English,zav1.4,go path for a walk,2
USA,English,zav1.4,go path for a walk,2
India,English,zav1.4,go path for walk,2
Malaysia,English,zav1.4,go path for walk,2
Malaysia,English,zav1.4,Go path for walk,2
USA,English,zav1.4,go path for walk,2
South Africa,English,zav1.4,go path for walk ,2
USA,English,zav1.4,go wak for a path,2
USA,English,zav1.4,go walk  a path,1
Canada,English,zav1.4,go walk a path,1
Malaysia,English,zav1.4,go walk a path,1
South Africa,English,zav1.4,go walk a path,1
UK,English,zav1.4,go walk a path,1
United Arab Emirates,English,zav1.4,go walk a path,1
USA,English,zav1.4,go walk a path,1
USA,English,zav1.4,Go walk a path,1
UK,English,zav1.4,go walk a path ,1
USA,English,zav1.4,go walk a path ,1
USA,English,zav1.4,Go walk a path ,1
USA,English,zav1.4,go walk a path for,2
Malaysia,English,zav1.4,Go walk a path.,1
USA,English,zav1.4,Go walk a path.,1
USA,English,zav1.4,Go walk a path. ,1
India,English,zav1.4,go walk for a path,2
Tanzania,English,zav1.4,go walk for a path,2
UK,English,zav1.4,go walk for a path,2
USA,English,zav1.4,go walk for a path,2
USA,English,zav1.4,Go walk for a path,2
USA,English,zav1.4,Go walk for a path. ,2
Tanzania,English,zav1.4,go walk for a phas,2
Australia,English,zav1.4,go walk for path,2
Tanzania,English,zav1.4,go walk for path,2
USA,English,zav1.4,go walk for path,2
India,English,zav1.4,go walk forfor a path,2
India,English,zav1.4,go walk on a path,2
USA,English,zav1.4,go walk on a path,2
India,English,zav1.4,go walk path,0
USA,English,zav1.4,go walk the path,2
Malaysia,English,zav1.4,going for a walk,2
UK,English,zav1.4,gor for a walk,1
USA,English,zav1.4,I go for a walk.,2
USA,English,zav1.4,improve my self up to manager or CEO,0
India,English,zav1.4,local,0
Australia,English,zav1.4,NA,0
India,English,zav1.4,NA,0
Malaysia,English,zav1.4,NA,0
New Zealand,English,zav1.4,NA,0
UK,English,zav1.4,NA,0
United Arab Emirates,English,zav1.4,NA,0
USA,English,zav1.4,NA,0
Tanzania,English,zav1.4,none,0
Tanzania,English,zav1.4,path a work for go,0
India,English,zav1.4,path for a walk,1
Malaysia,English,zav1.4,path for a walk,1
Nigeria,English,zav1.4,path for a walk,1
South Africa,English,zav1.4,path for a walk,1
Tanzania,English,zav1.4,path for a walk,1
The Netherlands,English,zav1.4,path for a walk,1
UK,English,zav1.4,path for a walk,1
United Arab Emirates,English,zav1.4,path for a walk,1
USA,English,zav1.4,path for a walk,1
USA,English,zav1.4,Path for a walk,1
USA,English,zav1.4,path for a walk ,1
Tanzania,English,zav1.4,path for a wolk,1
India,English,zav1.4,path for go a walk,2
USA,English,zav1.4,path for walk,2
Tanzania,English,zav1.4,Path go for  a walk,2
USA,English,zav1.4,Path go for a walk,2
India,English,zav1.4,path go for a walk ,2
Tanzania,English,zav1.4,Path go for walk,2
Tanzania,English,zav1.4,path go for work,2
Tanzania,English,zav1.4,pedestrian,0
Tanzania,English,zav1.4,running,0
USA,English,zav1.4,s,0
Nigeria,English,zav1.4,she walk for  path,0
India,English,zav1.4,some distance,0
USA,English,zav1.4,take the dirt path,0
USA,English,zav1.4,wal for a path,2
India,English,zav1.4,Walk a path,2
USA,English,zav1.4,walk a path,2
UK,English,zav1.4,walk a path ,2
USA,English,zav1.4,walk a path ,2
UK,English,zav1.4,walk a path for a go ,2
USA,English,zav1.4,walk a path for go,2
Australia,English,zav1.4,walk along the path,2
India,English,zav1.4,walk for  a path,1
Tanzania,English,zav1.4,walk for a go path,2
USA,English,zav1.4,walk for a go path,2
Canada,English,zav1.4,walk for a path,1
India,English,zav1.4,walk for a path,1
Malaysia,English,zav1.4,walk for a path,1
Nigeria,English,zav1.4,walk for a path,1
Nigeria,English,zav1.4,WALK FOR A PATH,1
South Africa,English,zav1.4,walk for a path,1
South Africa,English,zav1.4,Walk for a path,1
Tanzania,English,zav1.4,walk for a path,1
UK,English,zav1.4,walk for a path,1
UK,English,zav1.4,Walk for a path,1
United Arab Emirates,English,zav1.4,walk for a path,1
USA,English,zav1.4,walk for a path,1
USA,English,zav1.4,Walk for a path,1
USA,English,zav1.4,WALK FOR A PATH,1
USA,English,zav1.4,walk for a path ,1
USA,English,zav1.4,Walk for a path.,1
USA,English,zav1.4,Walk for apah,1
Tanzania,English,zav1.4,walk for go a path,0
Tanzania,English,zav1.4,walk for go path a,0
USA,English,zav1.4,walk for go path a ,0
Tanzania,English,zav1.4,walk for path,2
Tanzania,English,zav1.4,walk for path ,2
India,English,zav1.4,walk for the path,2
Nigeria,English,zav1.4,walk go a path,2
Tanzania,English,zav1.4,walk go for a path,2
South Africa,English,zav1.4,walk go for path,2
USA,English,zav1.4,walk on a path,2
South Africa,English,zav1.4,walk path for a,2
India,English,zav1.4,walk through the path,2
USA,English,zav1.4,walk/go for a path ,2
Malaysia,English,zav1.4,walkf for a path,1
USA,English,zav1.4,walkpath ,0
USA,English,zav1.4,we went for a walk on a path,2
India,English,zav1.4,wlak for a path,2
India,English,zav1.4,yes,0
USA,English,zav1.4,yes,0
Australia,English,zav1.4,,0
Canada,English,zav1.4,,0
India,English,zav1.4,,0
Malaysia,English,zav1.4,,0
New Zealand,English,zav1.4,,0
Nigeria,English,zav1.4,,0
South Africa,English,zav1.4,,0
Tanzania,English,zav1.4,,0
The Netherlands,English,zav1.4,,0
UK,English,zav1.4,,0
United Arab Emirates,English,zav1.4,,0
USA,English,zav1.4,,0
India,English,zav1.5,185,0
Nigeria,English,zav1.5, felt the cold water,1
United Arab Emirates,English,zav1.5, felt the cold water,1
Nigeria,English,zav1.5, the  water felt cold,1
USA,English,zav1.5,"""The water felt cold.""",1
Tanzania,English,zav1.5,boil,0
India,English,zav1.5,cold,0
India,English,zav1.5,cold felt the water,1
USA,English,zav1.5,Cold had felt water,2
Nigeria,English,zav1.5,cold water had felt,2
South Africa,English,zav1.5,cold water had felt,2
Tanzania,English,zav1.5,cold water had felt,2
USA,English,zav1.5,cold water had felt,2
Tanzania,English,zav1.5,cold water had the felt,2
Tanzania,English,zav1.5,colder,0
USA,English,zav1.5,d,0
India,English,zav1.5,ererer,0
USA,English,zav1.5,eyusryi,0
India,English,zav1.5,feld the cold water,1
Canada,English,zav1.5,Felf the cold water.,1
USA,English,zav1.5,felt cold the water,2
South Africa,English,zav1.5,felt cold water,2
UK,English,zav1.5,Felt had the cold,0
Tanzania,English,zav1.5,felt had the cold water,0
Australia,English,zav1.5,felt the cold water,1
Canada,English,zav1.5,felt the cold water,1
India,English,zav1.5,felt the cold water,1
Malaysia,English,zav1.5,felt the cold water,1
Malaysia,English,zav1.5,Felt the cold water,1
New Zealand,English,zav1.5,felt the cold water,1
Nigeria,English,zav1.5,felt the cold water,1
Nigeria,English,zav1.5,FELT THE COLD WATER,1
South Africa,English,zav1.5,felt the cold water,1
South Africa,English,zav1.5,Felt the cold water,1
Tanzania,English,zav1.5,felt the cold water,1
UK,English,zav1.5,felt the cold water,1
United Arab Emirates,English,zav1.5,felt the cold water,1
USA,English,zav1.5,felt the cold water,1
USA,English,zav1.5,Felt the cold water,1
Malaysia,English,zav1.5,felt the cold water ,1
United Arab Emirates,English,zav1.5,felt the cold water ,1
USA,English,zav1.5,felt the cold water ,1
USA,English,zav1.5,Felt the cold water ,1
USA,English,zav1.5,felt the cold water had,2
USA,English,zav1.5,Felt the cold water.,1
Nigeria,English,zav1.5,felt the hot water,0
Nigeria,English,zav1.5,felt the old water,1
Nigeria,English,zav1.5,felt the water,0
India,English,zav1.5,felt the water cold,2
Malaysia,English,zav1.5,felt the water cold,2
South Africa,English,zav1.5,felt the water cold,2
United Arab Emirates,English,zav1.5,felt the water cold,2
India,English,zav1.5,FELT THE WATER COLD ,2
USA,English,zav1.5,felt the water had cold,2
India,English,zav1.5,felt water the cold had,0
United Arab Emirates,English,zav1.5,ha had felt the cold water,2
India,English,zav1.5,had cold felt water the,0
Tanzania,English,zav1.5,had cold felt water the,0
USA,English,zav1.5,had cold water ,2
USA,English,zav1.5,had cold water felt ,2
USA,English,zav1.5,had felt cold the water,2
Australia,English,zav1.5,had felt cold water,1
India,English,zav1.5,had felt cold water,1
India,English,zav1.5,HAD FELT COLD WATER,1
Malaysia,English,zav1.5,had felt cold water,1
South Africa,English,zav1.5,had felt cold water,1
Tanzania,English,zav1.5,had felt cold water,1
United Arab Emirates,English,zav1.5,had felt cold water,1
USA,English,zav1.5,had felt cold water,1
USA,English,zav1.5,had felt cold water ,1
India,English,zav1.5,had felt the cold,1
USA,English,zav1.5,had felt the cold,1
United Arab Emirates,English,zav1.5,had felt the cold ,1
Canada,English,zav1.5,had felt the cold water,2
Malaysia,English,zav1.5,had felt the cold water,2
Tanzania,English,zav1.5,had felt the cold water,2
United Arab Emirates,English,zav1.5,had felt the cold water,2
USA,English,zav1.5,had felt the cold water,2
Canada,English,zav1.5,had felt the cold water ,2
Nigeria,English,zav1.5,had felt the water,0
USA,English,zav1.5,had felt the water,0
India,English,zav1.5,had felt the water cold,2
Tanzania,English,zav1.5,had fert the cold water,2
USA,English,zav1.5,had the cold felt water,0
India,English,zav1.5,had the cold water,2
