"ResponseID","zav1.1","zav1.2","zav1.3","zav1.4","zav1.5","zav1.6","zav1.7","zav1.8","zav1.9","zav1.10","zav1.11","zav1.12","zav1.13","zav2.1","zav2.2","zav2.3","zav2.4","zav2.5","zav2.6","zav2.7","zav2.8","zav2.9","zav2.10","zav2.11","zav2.12","zav2.13","Country","Language","zav.code1","zav.code2","zav.code3","zav.code4","zav.code5","zav.code6","zav.code7","zav.code8","zav.code9","zav.code10","zav.code11","zav.code12","zav.code13","zav.include.strict","zav.include.primed","zav.condition"
"R_BCX2KRiUNx7KPKN","lei congela gli avanzi","il gatto aveva sete","il congelamento era doloroso","andare per un sentiero","l'acqua era fredda","il film era nuovo","egli vide il treno","il lago era congelato","la palla ha rimbalzato","un vecchio uomo rabbrividisce","la tenda era verde","lei trovò un guanto","lei scongelò la carne","","","","","","","","","","","","","","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_2RRja7zVM9CEMEh","","","","","","","","","","","","","","lei bolle le uova","il gatto aveva sete","la scottatura era dolorosa","camminare per un sentiero","l'acqua era calda","il film era nuovo","egli vide il treno","gli alberi stavano bruciando","la palla ha rimbalzato","un uomo suda di","la tenda era verde","lei trovò un guanto","lei arrostiva le patate","Italy","Italian",1,1,1,1,1,1,1,1,1,2,1,1,1,FALSE,TRUE,"Hot"
"R_1QDZqR4gXki8XPe","","","","","","","","","","","","","","lei bolle le uova","il gatto aveva sete","la scottatura era dolorosa","camminare per un sentiero","l'acqua era calda","il film era nuovo","egli vide il treno","gli alberi stavano bruciando","la palla ha rimbalzato","un uomo vecchio suda","la tenda era verde","lei trovò un guanto","lei arrostiva le patate","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_yxb5BFqimHoA6Qh","","","","","","","","","","","","","","le uova di lei ","il gatto aveva sete ","la scottatura era dolorosa ","un sentiero per camminare ","aveva l'acqua calda ","il film era nuovo ","egli vide il treno","gli alberi stavano bruciando ","la palla ha rimbalzato ","un vecchio uomo suda ","la tenda era verde ","lei trovò un guanto","lei arrostiva le patate ","Italy","Italian",0,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Hot"
"R_xu2KZVDRQKa7Oyl","lei congela gli avanzi","il gatto aveva sete","il congelamento era doloroso","camminare per un sentiero","l'acqua era fredda","il film era nuovo","egli vide il treno","il lago era congelato","la palla ha rimbalzato","un uomo vecchio rabbrividisce","la tenda era verde","lei trovò un guanto","lei scongelò la carne","","","","","","","","","","","","","","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_bwSjMXqVvdze1Vf","lei congela gli avanzi","il gatto aveva sete","il congelamento era doloroso","camminare per un sentiero","l'acqua era fredda","il film era nuovo","egli vide il treno","il lago era congelato","la palla ha rimbalzato","un uomo vecchio rabbrividisce","la tenda era verde","lei trovò un guanto","lei scongelò la carne","","","","","","","","","","","","","","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_2SwOFiJqc2dBhpC","","","","","","","","","","","","","","lei bolle le uova","il gatto aveva sete","la scottatura era dolorosa","andare per un sentiero","l'acqua era calda","il film era nuovo","egli vide il treno","gli alberi stavano bruciando","la palla ha rimbalzato","un vecchio uomo suda","la tenda era verde","lei trovò un guanto","lei arrostiva le patate","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_ONDgnDegxZJHxvz","lei congela gli avanzi","il gatto aveva sete","il congelamento era doloroso","camminare per un sentiero","l'acqua era fredda","il film era nuovo","egli vide il treno","il lago era congelato","la palla ha rimbalzato","un uomo vecchio rabbrividisce","la tenda era verde","lei trovò un guanto","lei congelò la carne","","","","","","","","","","","","","","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_vMRucNrpWNMhJxT","lei congela gli avanzi","il gatto aveva sete","il congelamento era doloroso","camminare per un sentiero","l'acqua era fredda","il film era nuovo","egli vide il treno","il lago era congelato","la palla ha rimbalzato","un vecchio uomo rabbrividisce","la tenda era verde","lei trovò un guanto","lei scongelò la carne","","","","","","","","","","","","","","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_3FOLgZtK69QY5df","","","","","","","","","","","","","","lei bolle le uova","il gatto aveva sete","la scottatura era dolorosa","un sentiero per camminare","l'acqua era calda","era il nuovo film","egli vide il treno","gli alberi stavano bruciando","la palla ha rimbalzato","un uomo vecchio suda","la tenda era verde","lei trovò un guanto","lei arrostiva le patate","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_3Lhauhge4nBUIrD","lei congela gli avanzi","il gatto aveva sete","il congelamento era doloroso","un sentiero per andare","l'acqua era fredda","era il nuovo film","egli vide il treno","il lago era congelato","la palla ha rimbalzato","un uomo vecchio rabbrividisce","la tenda era verde","lei trovò un guanto","lei congelò la carne","","","","","","","","","","","","","","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_3NwxFZwzSRZuz2j","lei congela gli avanzi","il gatto aveva sete","il congelamento era doloroso","camminare per andare verso un sentiero","l'acqua era fredda","il film era nuovo","egli vide il treno","il lago era congelato","la palla ha rimbalzato all'improvviso","un vecchio uomo rabbrividisce","era verde come la tenda","lei trovò un guanto","le scongelò la carne","","","","","","","","","","","","","","Italy","Italian",1,1,1,2,1,1,1,1,2,1,2,1,1,FALSE,TRUE,"Cold"
"R_2QgLs0Z6DNXLrKc","lei congela gli avanzi","il gatto aveva sete","il congelamento era doloroso","camminare per un sentiero","l'acqua era fredda","il film era nuovo","egli vide il treno","il lago era congelato","la palla ha rimbalzato","un uomo vecchio rabbrividisce","la tenda era verde","lei trovò un guanto","lei scongelò la carne","","","","","","","","","","","","","","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_3kuDkws9qsNGUiG","","","","","","","","","","","","","","lei bolle le uova","il gatto aveva sete","la scottatura era dolorosa","andare per un sentiero","l'acqua era calda","il film era nuovo","egli vide il treno","gli alberi stavano bruciando","la palla ha rimbalzato","un vecchio uomo suda","la tenda era verde","lei trovò un guanto","lei arrostiva le patate","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_dnxgkcv3pCdSN9L","","","","","","","","","","","","","","le uova di lei","il gatto aveva sete","la scottatura era dolorosa","camminare per un sentiero","l'acqua era calda","il film era nuovo","egli vide il treno","stavano bruciando gli alberi","la palla ha rimbalzato","un vecchio uomo suda","la tenda era verde","lei trovò un guanto","lei arrostiva le patate","Italy","Italian",0,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Hot"
"R_30i6chA3ufFGV9j","","","","","","","","","","","","","","lei bolle le uova","il gatto aveva sete","la scottatura era dolorosa","camminare per un sentiero","l'acqua era calda","il film era nuovo","vide egli sul treno","gli alberi stavano bruciando","la palla ha rimbalzato","un uomo vecchio suda","la tenda era verde","lei trovò un guanto","lei arrostiva le patate","Italy","Italian",1,1,1,1,1,1,2,1,1,1,1,1,1,FALSE,TRUE,"Hot"
"R_4MAYVq90TGYFEI1","","","","","","","","","","","","","","Lei bolle le uova.","Il gatto aveva sete.","La scottatura era dolorosa.","Camminare per un sentiero.","L'acqua era calda.","Il film era nuovo.","Egli vide il treno.","Gli alberi stavano bruciando.","La palla ha rimbalzato. ","Un vecchio uomo suda.","La tenda era verde.","Lei trovò un guanto.","Lei arrostiva le patate.","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_eCMjpKuiJWbtME9","","","","","","","","","","","","","","lei bolle le uova","il gatto aveva sete","la scottatura era dolorosa","un sentiero per camminare","l'acqua era calda","il film era nuovo","egli vide il treno","gli alberi stavano bruciando","la palla ha rimbalzato","un uomo vecchio suda","la tenda era verde","lei trovò un guanto","lei arrostiva le patate","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_3nNITDDEK4S1pgX","lei congela gli avanzi","il gatto aveva sete","il congelamento era doloroso","camminare per un sentiero","l'acqua era fredda","il film era nuovo","egli vide il treno","il lago era congelato","la palla ha rimbalzato","un vecchio uomo rabbrividisce","la tenda era verde","lei trovò un guanto","lei scongelò la carne","","","","","","","","","","","","","","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_2CgqycUNe0KTRho","","","","","","","","","","","","","","lei bolle le uova","il gatto aveva sete","la scottatura era dolorosa","camminare per un sentiero","l'acqua era calda","il film era nuovo","egli vide il treno","stavano bruciando gli alberi","la palla ha rimbalzato","un uomo vecchio suda","la tenda era verde","lei trovò un guanto","lei arrostiva le patate","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_6RuVizb3zBlxxfP","lei congela gli avanzi","il gatto aveva sete","il congelamento era doloroso","camminare per un sentiero","l'acqua era fredda","il film era nuovo","egli vide il treno","il lago era congelato","la palla ha rimbalzato","un vecchio uomo rabbrividisce","verde come la tenda","lei trovò un guanto","lei scongelò la carne","","","","","","","","","","","","","","Italy","Italian",1,1,1,1,1,1,1,1,1,1,2,1,1,FALSE,TRUE,"Cold"
"R_vuGHYHLJL3U3S4F","lei congela gli avanzi","il gatto aveva sete","il congelamento era doloroso","un sentiero per camminare","l'acqua era fredda","il film era nuovo","egli vide il treno","il lago era congelato","la palla ha rimbalzato","un vecchio uomo rabbrividisce","la tenda era verde","lei trovò un guanto","lei scongelò la carne","","","","","","","","","","","","","","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_31hfhMPnjVwhJCt","","","","","","","","","","","","","","lei bolle le uova","il gatto aveva sete","la scottatura era dolorosa","un sentiero per camminare","l'acqua era calda","il film era nuovo","egli vide il treno","stavano bruciando gli alberi","la palla ha rimbalzato","un vecchio uomo suda","la tenda era verde","lei trovò un guanto","lei arrostiva le patate","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_3PjaZEYXAx8HTwL","lei congela gli avanzi","il gatto aveva sete","il congelamento era doloroso","camminare per un sentiero","l'acqua era fredda","il film era nuovo","egli vide il treno","il lago era congelato","la palla ha rimbalzato","un vecchio uomo rabbrividisce","la tenda era verde","lei trovò un guanto","lei scongelò la carne","","","","","","","","","","","","","","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_0JtrvLIhJIxWPsJ","","","","","","","","","","","","","","Le bolle le uova","Il gatto aveva sete","La scottatura era dolorosa","Un sentiero per camminare","l'acqua era calda","Il film era nuovo","Egli vide il treno","Gli alberi stavano bruciando","La palla ha rimbalzato","Un uomo vecchio suda","La tenda era verde","Lei trovò un guanto","Lei arrostiva le patate","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_2VF8027K7YAIqeB","lei congela gli avanzi","il gatto aveva sete","il congelamento era tuttavia doloroso","camminare per un sentiero (anche ""andare per un sentiero"")","l'acqua era fredda","il film era nuovo","egli vide il treno","il lago era congelato","la palla ha rimbalzato","un vecchio uomo rabbrividisce","la tenda era verde (verde come la tenda)","lei trovò un guanto","lei scongelò la carne","","","","","","","","","","","","","","Italy","Italian",1,1,2,1,1,1,1,1,1,1,1,1,1,FALSE,TRUE,"Cold"
"R_3emGzIaPP2wT8fM","","","","","","","","","","","","","","le uova di lei","il gatto aveva sete","la scottatura era dolorosa","camminare per un sentiero ","l' acqua era calda","il film era nuovo","egli vide il treno","gli alberi stavano bruciando","la palla ha rimbalzato","un uomo vecchio suda","era verde come la tenda","lei trovò un guanto","lei arrostiva le patate","Italy","Italian",0,1,1,1,1,1,1,1,1,1,2,1,1,FALSE,FALSE,"Hot"
"R_3NVasGWsISo2j0S","","","","","","","","","","","","","","lei bolle le uova","il gatto aveva sete","la scottatura era dolorosa","camminare per un sentiero","l'acqua era calda","il film era nuovo","vide sul terno egli","gli alberi stavano bruciando","la palla ha rimbalzato","un vecchio uomo suda","la tenda era verde","lei trovò un guanto","lei arrostiva le patate","Italy","Italian",1,1,1,1,1,1,2,1,1,1,1,1,1,FALSE,TRUE,"Hot"
"R_2TERwWrpO72eNTa","","","","","","","","","","","","","","lei bolle le uova","il gatto aveva sete","la scottatura era dolorosa","camminare per un sentiero","l'acqua era calda","il film era nuovo","egli vide il treno","stavano bruciando gli alberi","la palla ha rimbalzato","un vecchio uomo suda","la tenda era verde","lei trovò un guanto","lei arrostiva le patate","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_R3agx13ksNjZFip","","","","","","","","","","","","","","lei bolle le uova","il gatto aveva sete","la scottatura era dolorosa","un sentiero per camminare","l'acqua era calda","il film era nuovo","egli vide il treno","gli alberi stavano bruciando","la palla ha rimbalzato","un vecchio uomo suda","la tenda era verde","lei trovò un guanto","lei arrostiva le patate","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_2yq5IRLGvY9reiq","lei congela gli avanzi ","il gatto aveva sete ","il congelamento era doloroso","camminare per un sentiero ","l'acqua era fredda","il film era nuovo","egli vide il treno","il lago era congelato ","la palla ha rimbalzato ","un uomo vecchio rabbrividisce ","la tenda era verde","lei trovò un guanto","lei scongelò la carne ","","","","","","","","","","","","","","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_1I5ERBgyStkzS7Z","","","","","","","","","","","","","","lei bolle le uova","il gatto aveva sete","tuttavia la scottatura era dolorosa","andare per un sentiero","l'acqua era calda","il film era nuovo","egli vide il treno","gli alberi stavano bruciando","la palla ha ribalzato","un uomo suda di vecchio","la tenda era verde","lei trovò un guanto","lei arrostiva le patate","Italy","Italian",1,1,2,1,1,1,1,1,1,2,1,1,1,FALSE,TRUE,"Hot"
"R_10GbM8fp853TRZD","","","","","","","","","","","","","","lei bolle le uova","il gatto aveva sete","la scottatura era dolorosa","camminare per un sentiero","l'acqua era calda","era il nuovo film ","egli vide il treno","stavano bruciando gli alberi","la palla ha rimbalzato","un uomo vecchio suda","la tenda era verde","lei trovò un guanto","lei arrostiva le patate","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_8eSjQJt4FuLhd0F","","","","","","","","","","","","","","lei bolle le uova","il gatto aveva sete","la scottatura era dolorosa","camminare per un sentiero","l'acqua era calda","il film era nuovo","egli vide il treno","gli alberi stavano bruciando","la palla ha rimbalzato","un uomo vecchio suda","la tenda era verde","lei trovò un guanto","lei arrostiva le patate","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_0TBxkox5yT6zomB","","","","","","","","","","","","","","Lei bolle la uova","Il gatto aveva sete","La scottatura era dolorosa","Un sentiero per camminare","L'acqua era calda","Il film era nuovo","Egli vide il treno","Gli alberi stavano bruciando","La palla ha rimbalzato","Un uomo vecchio suda","La tenda era verde","Lei trovò un guanto","Lei arrostiva le patate","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_1jN7OOxox4pu1jA","lei congela gli avanzi","il gatto aveva sete","il congelamento era doloroso","camminare per un  sentiero","l'acqua era fredda","il film era nuovo","egli vide il treno","il lago era congelato","la palla ha rimbalzato","un uomo vecchio rabbrividisce","la tenda era verde","lei trovò un guanto","lei scongelò la carne","","","","","","","","","","","","","","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_O2SPfdvlXxsKZZn","","","","","","","","","","","","","","Lei bolle le uova","Il gatto aveva sete","La scottatura era dolorosa","Camminare per un sentiero","L'acqua era calda","Il film era nuovo","Egli vide il treno","Stavano bruciando gli alberi","La palla ha rimbalzato","Un vecchio uomo suda","Era come la tenda","Lei trovò un guanto","Lei arrostiva le patate","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_1qXrGPCPvuytVsg","","","","","","","","","","","","","","lei bolle le uova di","il gatto aveva sete","tuttavia la scottatura era dolorosa","camminare per andare un sentiero","l acqua era calda","il film dato era nuovo","egli vide il treno su","stavano bruciando gli alberi","la palla ha rimbalzato improvviso","un vecchio uomo di suda","come era la tenda verde","lei trovò un guanto andato","lei arrostiva le patate","Italy","Italian",2,1,2,0,1,2,2,1,2,2,2,2,1,FALSE,FALSE,"Hot"
"R_3gOaX9nB2dQhxg0","","","","","","","","","","","","","","lei bolle le uova","il gatto aveva sete","la scottatura era dolorosa","andare per un sentiero","l'acqua era calda","il film era nuovo","egli vide il treno","gli alberi stavano bruciando","la palla ha rimbalzato","un vecchio uomo suda","la tenda era verde","lei trovò un guanto","lei arrostiva le patate","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_QmmgYsLoHiKAg37","","","","","","","","","","","","","","lei bolle le uova","il gatto aveva sete","la scottatura era dolorosa","camminare per un sentiero","l'acqua era calda","il film era nuovo","egli vide il treno","gli alberi stavano bruciando","la palla ha rimbalzato","un uomo vecchio suda","la tenda era verde","lei trovò un guanto","lei arrostiva le patate","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_2xKSqmmz4jYa6Q3","","","","","","","","","","","","","","lei bolle le uova","il gatto aveva sete","la scottatura era dolorosa","un sentiero per camminare","l'acqua era calda","il film era nuovo","egli vide il treno","gli alberi stavano bruciando","la palla ha rimbalzato","un uomo vecchio suda","la tenda era verde","lei trovò un guanto","lei arrostiva le patate","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_1gGzJ4zZfBM8cKz","lei congela gli avanzi","il gatto aveva sete","il congelamento era doloroso","un sentiero per camminare","l'acqua era fredda","il film era nuovo","egli vide il treno","il lago era congelato","la palla ha rimbalzato","un vecchio uomo rabbrividisce","la tenda era verde","lei trovò un guanto","lei scongelò la carne","","","","","","","","","","","","","","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_3KAOnJA9RvHCgTU","","","","","","","","","","","","","","lei bolle le uova","il gatto aveva sete","la scottantura era dolorosa","andare per un sentiero","l'acqua era calda","il film era nuovo","egli vide il treno","stavano bruciando gli alberi","la palla ha rimbalzato","un uomo vecchio suda","la tenda era verde ","lei trovò un guanto","lei arrostiva le patate","Italy","Italian",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_3ix9Dxi2dnGaDW8","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","had felt the water","the movie was new","he saw the train","the tree was burning","toss the ball once","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","Malaysia","English",1,1,1,1,0,1,1,1,1,1,1,1,1,FALSE,FALSE,"Hot"
"R_rooWKxVsZtkxMjf","","","","","","","","","","","","","","she eggs of boils the","cat had the fleas ago","although his sunburn was painful","go for a walk path","the water had felt hot","the news gave the movie","he saw over the train","should the tree was burning","the ball sudden tossed once","the sweats of old man","how green was the curtain","a glove she found gone","she roasted the potatoes it","Malaysia","English",0,2,2,2,2,0,2,2,2,2,2,2,2,FALSE,FALSE,"Hot"
"R_8dpfCu8aQHoGuJn","she freezes the leftovers","the cat had fleas","his frostbite was painful","go for a walk","the water felt cold","the movie was new","he saw the train","the lake was frozen","once the ball toss","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","Malaysia","English",1,1,1,1,1,1,1,1,2,1,1,1,1,FALSE,TRUE,"Cold"
"R_1H60Hae9DyjeChQ","","","","","","","","","","","","","","She boils the eggs","cat had the fleas","His sunburn was painful","go for a walk","the hot water felt","the movie was gave","he saw the train ","the tree was burning","The ball toss once","The old man sweats","How was the curtain","she found a glove","She roasted the potatoes","Malaysia","English",1,1,1,1,2,2,1,1,2,1,1,1,1,FALSE,TRUE,"Hot"
"R_3lzWG9t5uiqtVB5","","","","","","","","","","","","","","she boils the eggs","the cat had flees","his sunburn was painful","go for a walk","the water felt hot","the movie was new","he saw the train","the tree was burning","the ball toss once","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","Malaysia","English",1,1,1,1,1,1,1,1,2,1,1,1,1,FALSE,TRUE,"Hot"
"R_6QEKYJduR4W1MWx","","","","","","","","","","","","","","she boils the egg","the cathad fleas ago","although his sunburn was painful"," go walk for a path","the water felt hot","the new movie was gave","he over saw the train ","the tree was burning","sudden toss the ball once","the sweats of old man ","how green was the curtain","she found a glove","she it the roasted potatoes","Malaysia","English",1,2,2,2,1,2,2,1,2,2,2,1,0,FALSE,FALSE,"Hot"
"R_6JZhxcAPHKuWJBb","she freezes the leftovers","the cat had fleas","although his frostbite was painful","go for a walk","the water felt cold","the new game movie","he saw the train","the frozen lake was","toss the ball once","the old man shivers","how green was the curtain?","she found a glove","she defrosted the meat","","","","","","","","","","","","","","Malaysia","English",1,1,2,1,1,0,1,1,1,1,2,1,1,FALSE,FALSE,"Cold"
"R_5sytS4ri46mCBpP","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go walk a path","the water felt hot","the movie was new","he saw the train","the tree was burning","toss the ball once","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","Malaysia","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_eSgYJwYc76UlYPz","","","","","","","","","","","","","","She boils the eggs","The cat had fleas","His sunburn was painful","Go for a walk","The water felt hot","The movie was new","He saw the train","The tree was burning","Toss the ball once","The old man sweats","The curtain was green","She found a glove","She roasted the potatoes","Malaysia","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_O7fDvbtnwI90Ep3","She freezes the leftovers.","The cat had fleas.","His frostbite was painful.","Go for a walk.","The water felt cold.","The movie was new.","He saw the train.","The lake was frozen.","The ball once toss.","The old man shivers.","How was the curtain?","She found a glove.","She defrosted the meat.","","","","","","","","","","","","","","Malaysia","English",1,1,1,1,1,1,1,1,2,1,1,1,1,FALSE,TRUE,"Cold"
"R_eS7QkPrQ17cJqcZ","she freezes the leftovers","cat had the fleas","his frostbite was painful","go for a walk","the water had cold","the movie was new","he saw the train","the lake was frozen ","toss the ball once","the old man shivers","how was the curtain ","she found a glove","she defrosted the meat","","","","","","","","","","","","","","Malaysia","English",1,1,1,1,2,1,1,1,1,1,1,1,1,FALSE,TRUE,"Cold"
"R_3L15AkBIdNHQ3cH","she freezes the leftovers","the cat had fleas","his frostbite was painful","go for a walk","the water felt cold","the movie was new","he saw the train","the lake was frozen","the ball toss once","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","Malaysia","English",1,1,1,1,1,1,1,1,2,1,1,1,1,FALSE,TRUE,"Cold"
"R_wZDz7BYIQB8l345","she freezes the leftovers","the cat had fleas","his frostbite was painful","go for a path","","gave the new movie","he saw the train","the lake was frozen","toss the ball once","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","Malaysia","English",1,1,1,2,0,1,1,1,1,1,1,1,1,FALSE,FALSE,"Cold"
"R_1IhmlsgmlOhtxod","","","","","","","","","","","","","","she boils the egg","the cat had fleas ago","his sunburn was painful","go for a walk","the water had felt hot","the new movie was gave","he saw the train","the tree was burning","the ball toss once ","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","Malaysia","English",1,2,1,1,2,2,1,1,2,1,1,1,1,FALSE,TRUE,"Hot"
"R_SGDc25LDo5T7uff","She freezes the leftovers","Cat had the fleas","Although he was painful","Go for a walk","Felt the cold water","The movie was gave","He saw the train","The lake was frozen","Toss the ball once","The old man shivers","The curtain was green","She found a glove","She defrosted the meat","","","","","","","","","","","","","","Malaysia","English",1,1,0,1,1,2,1,1,1,1,1,1,1,FALSE,FALSE,"Cold"
"R_8jMpxt9o2ibyOvn","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","although, sunburn was painful","go for a walk","the water felt hot","gave the new movie","he saw the train","the tree should burning","the ball sudden toss","the old man sweats","how green the curtian was","she found a glove","she roasted the potatoes","Malaysia","English",1,1,2,1,1,1,1,2,2,1,2,1,1,FALSE,TRUE,"Hot"
"R_3hbFxAljskAD9KV","she freezes the leftovers","the cat had fleas","his frostbite was painful","go for a walk","the water felt cold","the movie was new","he saw the train","the lake was frozen","toss the ball once","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","Malaysia","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_8j0r5613HYY5HKt","she freezes the leftover","the cat had fleas","his frostbite was painful","go for a walk","the water felt cold","was the new movie","he saw the train","lake was frozen","sudden the ball toss","the old man shivers","was the curtain green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","Malaysia","English",1,1,1,1,1,1,1,2,2,1,1,1,1,FALSE,TRUE,"Cold"
"R_12b8N69g2pnqNn1","she freezes the leftovers","cat had the fleas","his frostbite was painful","go for a walk","felt the cold water","the movie was new","he saw the train","the lake was frozen","the ball sudden toss","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","Malaysia","English",1,1,1,1,1,1,1,1,2,1,1,1,1,FALSE,TRUE,"Cold"
"R_3F4HIUppAc5xeex","she freezes the leftover","the cat had fleas","his frosbite was painful","go for a walk","the water felt cold","the new movie was","he saw the train","the lake was frozen","toss the ball once","the old man shivers","was the curtain green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","Malaysia","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_4YDtb1M174kfABT","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","the water felt hot","the new movie was","he saw the train","the tree was burning","the ball once toss","the old man sweats","how was the curtain","she found a glove","she roasted the potatoes","Malaysia","English",1,1,1,1,1,1,1,1,2,1,1,1,1,FALSE,TRUE,"Hot"
"R_2sjfRNddrGMWeVb","","","","","","","","","","","","","","Of the eggs she boil","Cat had fleas ago","Although his sunburn was painful","Go walk for a path","Water had felt hot","The movie was new","He saw over the train","Was the tree burning","Toss the ball once","Man of the old sweats","How was the green curtain","She found a gone glove","She roasted the potatoes","Malaysia","English",2,2,2,2,2,1,2,1,1,0,2,2,1,FALSE,FALSE,"Hot"
"R_6LpsRTtBHzXr75T","she freezes the lefovers","The cat had fleas","Although frostbite was painful","go for a path","The cold water left","The movie was new","He saw over train","The lake should frozen","The ball sudden toss","The old shivers man","The curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","Malaysia","English",1,1,1,2,2,1,2,2,2,0,1,1,1,FALSE,FALSE,"Cold"
"R_1Ov3Wzz8bvTpKM4","","","","","","","","","","","","","","she boils the egg","cat had the fleas","ALTHOUG HE WAS PAINFUL","go walk for a path","had felt the hot awater","the movie was new","he saw over the train","tree was burning","the ball once toss","the old sweats man","how was the green curtain","she found a glove","she roasted the potatoes","Malaysia","English",1,1,0,2,2,1,2,2,2,0,2,1,1,FALSE,FALSE,"Hot"
